chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr22	41939948	41941696	genic|chr22:41939948-41941696	SREBF2-AS1	41834665	cd4_normal_scale	0.023261
chr22	41939948	41941696	genic|chr22:41939948-41941696	SHISA8	41914667	cd4_normal_scale	0.038982
chr22	41939948	41941696	genic|chr22:41939948-41941696	TNFRSF13C	41926818	cd4_normal_scale	0.065709
chr22	41939948	41941696	genic|chr22:41939948-41941696	CENPM	41947152	cd4_normal_scale	0.041306
chr22	42078615	42079115	genic|chr22:42078615-42079115	SMDT1	42079691	cd4_normal_scale	0.027774
chr22	42080245	42080745	genic|chr22:42080245-42080745	SMDT1	42079691	cd4_normal_scale	0.035650
chr22	42443196	42445420	genic|chr22:42443196-42445420	AL022316.1	42438023	cd4_normal_scale	0.040724
chr22	42531992	42534115	intergenic|chr22:42531992-42534115	RRP7A	42519796	cd4_normal_scale	0.021352
chr22	42531992	42534115	intergenic|chr22:42531992-42534115	SERHL2	42553617	cd4_normal_scale	0.023977
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	RRP7A	42519796	cd4_normal_scale	0.029200
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	SERHL2	42553617	cd4_normal_scale	0.055544
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	POLDIP3	42614962	cd4_normal_scale	0.039932
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	Z93241.1	42615244	cd4_normal_scale	0.030340
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	ATP5MGL	42640601	cd4_normal_scale	0.037619
chr22	42580207	42583039	intergenic|chr22:42580207-42583039	CYB5R3	42649392	cd4_normal_scale	0.029675
chr22	42856151	42857571	genic|chr22:42856151-42857571	ARFGAP3	42858106	cd4_normal_scale	0.104805
chr22	43995452	43996731	genic|chr22:43995452-43996731	PARVB	43999211	cd4_normal_scale	0.043914
chr22	44180016	44183598	genic|chr22:44180016-44183598	PARVG	44172956	cd4_normal_scale	0.069716
chr22	44663692	44664850	intergenic|chr22:44663692-44664850	PRR5	44668547	cd4_normal_scale	0.034210
chr22	45172567	45173977	genic|chr22:45172567-45173977	AL008718.3	45178990	cd4_normal_scale	0.051491
chr22	45295878	45297551	intergenic|chr22:45295878-45297551	UPK3A	45284949	cd4_normal_scale	0.028629
chr22	45295878	45297551	intergenic|chr22:45295878-45297551	FAM118A	45308968	cd4_normal_scale	0.021303
chr22	45309635	45310135	genic|chr22:45309635-45310135	FAM118A	45308968	cd4_normal_scale	0.134488
chr22	45317524	45319424	genic|chr22:45317524-45319424	AL031595.3	44139365	cd4_normal_scale	0.022772
chr22	45317524	45319424	genic|chr22:45317524-45319424	PARVG	44172956	cd4_normal_scale	0.022016
chr22	45317524	45319424	genic|chr22:45317524-45319424	AL031595.2	44229512	cd4_normal_scale	0.025127
chr22	45317524	45319424	genic|chr22:45317524-45319424	RTL6	44498233	cd4_normal_scale	0.025279
chr22	45317524	45319424	genic|chr22:45317524-45319424	Z82243.1	45156011	cd4_normal_scale	0.049649
chr22	45317524	45319424	genic|chr22:45317524-45319424	NUP50-DT	45163781	cd4_normal_scale	0.023783
chr22	45317524	45319424	genic|chr22:45317524-45319424	NUP50	45163925	cd4_normal_scale	0.023783
chr22	45317524	45319424	genic|chr22:45317524-45319424	AL008718.3	45178990	cd4_normal_scale	0.034252
chr22	45317524	45319424	genic|chr22:45317524-45319424	KIAA0930	45240769	cd4_normal_scale	0.030089
chr22	45317524	45319424	genic|chr22:45317524-45319424	UPK3A	45284949	cd4_normal_scale	0.082623
chr22	45317524	45319424	genic|chr22:45317524-45319424	FAM118A	45308968	cd4_normal_scale	0.080812
chr22	45317524	45319424	genic|chr22:45317524-45319424	SMC1B	45413619	cd4_normal_scale	0.075063
chr22	45317524	45319424	genic|chr22:45317524-45319424	RIBC2	45413693	cd4_normal_scale	0.075063
chr22	45317524	45319424	genic|chr22:45317524-45319424	Z95331.1	45657019	cd4_normal_scale	0.029368
chr22	45317524	45319424	genic|chr22:45317524-45319424	ATXN10	45671798	cd4_normal_scale	0.024094
chr22	45317524	45319424	genic|chr22:45317524-45319424	BX324167.2	45875932	cd4_normal_scale	0.030539
chr22	45317524	45319424	genic|chr22:45317524-45319424	BX537318.1	46013606	cd4_normal_scale	0.020965
chr22	45317524	45319424	genic|chr22:45317524-45319424	LINC00899	46044853	cd4_normal_scale	0.023944
chr22	45317524	45319424	genic|chr22:45317524-45319424	AL121672.3	46053093	cd4_normal_scale	0.022933
chr22	45317524	45319424	genic|chr22:45317524-45319424	PRR34-AS1	46053705	cd4_normal_scale	0.022934
chr22	45317524	45319424	genic|chr22:45317524-45319424	MIRLET7BHG	46053869	cd4_normal_scale	0.022934
chr22	45317524	45319424	genic|chr22:45317524-45319424	AL121672.2	46069891	cd4_normal_scale	0.023314
chr22	45317524	45319424	genic|chr22:45317524-45319424	PPARA	46150521	cd4_normal_scale	0.021489
chr22	45317524	45319424	genic|chr22:45317524-45319424	CDPF1	46250311	cd4_normal_scale	0.026303
chr22	45317524	45319424	genic|chr22:45317524-45319424	PKDREJ	46263343	cd4_normal_scale	0.034720
chr22	45317524	45319424	genic|chr22:45317524-45319424	TTC38	46267961	cd4_normal_scale	0.041353
chr22	45317524	45319424	genic|chr22:45317524-45319424	GTSE1-DT	46296660	cd4_normal_scale	0.023250
chr22	45317524	45319424	genic|chr22:45317524-45319424	GTSE1	46296870	cd4_normal_scale	0.023251
chr22	45317524	45319424	genic|chr22:45317524-45319424	TRMU	46330875	cd4_normal_scale	0.029704
chr22	45317524	45319424	genic|chr22:45317524-45319424	CELSR1	46537170	cd4_normal_scale	0.027929
chr22	45317524	45319424	genic|chr22:45317524-45319424	GRAMD4	46576012	cd4_normal_scale	0.028266
chr22	45317524	45319424	genic|chr22:45317524-45319424	TBC1D22A-AS1	46916042	cd4_normal_scale	0.025302
chr22	45317524	45319424	genic|chr22:45317524-45319424	LINC01644	47487111	cd4_normal_scale	0.021995
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	BX537318.1	46013606	cd4_normal_scale	0.037493
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	LINC00899	46044853	cd4_normal_scale	0.049801
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	AL121672.3	46053093	cd4_normal_scale	0.033162
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	PRR34-AS1	46053705	cd4_normal_scale	0.033164
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	MIRLET7BHG	46053869	cd4_normal_scale	0.033164
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	PRR34	46054144	cd4_normal_scale	0.029233
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	AL121672.2	46069891	cd4_normal_scale	0.027349
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	GTSE1-DT	46296660	cd4_normal_scale	0.028249
chr22	46035100	46036189	intergenic|chr22:46035100-46036189	GTSE1	46296870	cd4_normal_scale	0.028249
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	BX537318.1	46013606	cd4_normal_scale	0.020569
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	LINC00899	46044853	cd4_normal_scale	0.052373
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	AL121672.3	46053093	cd4_normal_scale	0.042818
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	PRR34-AS1	46053705	cd4_normal_scale	0.042821
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	MIRLET7BHG	46053869	cd4_normal_scale	0.042821
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	PRR34	46054144	cd4_normal_scale	0.025917
chr22	46036207	46037149	intergenic|chr22:46036207-46037149	AL121672.2	46069891	cd4_normal_scale	0.029193
chr22	46334286	46337090	genic|chr22:46334286-46337090	TRMU	46330875	cd4_normal_scale	0.069051
chr22	46673017	46675756	genic|chr22:46673017-46675756	GRAMD4	46576012	cd4_normal_scale	0.026422
chr22	46734995	46735495	genic|chr22:46734995-46735495	CERK	46738252	cd4_normal_scale	0.033932
chr22	46747904	46751163	intergenic|chr22:46747904-46751163	CERK	46738252	cd4_normal_scale	0.036912
chr22	46747904	46751163	intergenic|chr22:46747904-46751163	AL118516.1	46762563	cd4_normal_scale	0.044697
chr22	46747904	46751163	intergenic|chr22:46747904-46751163	TBC1D22A	46762617	cd4_normal_scale	0.044698
chr22	46791109	46791898	genic|chr22:46791109-46791898	AL118516.1	46762563	cd4_normal_scale	0.026373
chr22	46791109	46791898	genic|chr22:46791109-46791898	TBC1D22A	46762617	cd4_normal_scale	0.026373
chr22	49828535	49829035	intergenic|chr22:49828535-49829035	BRD1	49827512	cd4_normal_scale	0.024521
chr22	49829308	49830340	intergenic|chr22:49829308-49830340	BRD1	49827512	cd4_normal_scale	0.043385
chr22	49829308	49830340	intergenic|chr22:49829308-49830340	Z98885.2	49838901	cd4_normal_scale	0.023979
chr22	49847822	49850099	intergenic|chr22:49847822-49850099	AL117328.2	49851425	cd4_normal_scale	0.032137
chr22	49925508	49926828	genic|chr22:49925508-49926828	Z98885.2	49838901	cd4_normal_scale	0.021704
chr22	49925508	49926828	genic|chr22:49925508-49926828	CRELD2	49918167	cd4_normal_scale	0.036799
chr22	49925508	49926828	genic|chr22:49925508-49926828	ALG12	49918438	cd4_normal_scale	0.036799
chr22	49925508	49926828	genic|chr22:49925508-49926828	BX539320.1	49934074	cd4_normal_scale	0.027928
chr22	50189615	50190784	genic|chr22:50189615-50190784	PANX2	50170731	cd4_normal_scale	0.040270
chr22	50189615	50190784	genic|chr22:50189615-50190784	TRABD	50185915	cd4_normal_scale	0.076749
chr22	50189615	50190784	genic|chr22:50189615-50190784	AL022328.3	50192402	cd4_normal_scale	0.120788
chr22	50189615	50190784	genic|chr22:50189615-50190784	AL022328.4	50200837	cd4_normal_scale	0.046482
chr22	50189615	50190784	genic|chr22:50189615-50190784	SELENOO	50200979	cd4_normal_scale	0.046482
chr22	50189615	50190784	genic|chr22:50189615-50190784	AL022328.1	50206062	cd4_normal_scale	0.051522
chr22	50189615	50190784	genic|chr22:50189615-50190784	AL022328.2	50209542	cd4_normal_scale	0.049217
chr22	50468640	50470356	genic|chr22:50468640-50470356	Z97192.2	49575426	cd4_normal_scale	0.020239
chr22	50468640	50470356	genic|chr22:50468640-50470356	Z97192.3	49615716	cd4_normal_scale	0.020363
chr22	50468640	50470356	genic|chr22:50468640-50470356	AL671710.1	49902228	cd4_normal_scale	0.023884
chr22	50468640	50470356	genic|chr22:50468640-50470356	MOV10L1	50089879	cd4_normal_scale	0.026214
chr22	50468640	50470356	genic|chr22:50468640-50470356	PANX2	50170731	cd4_normal_scale	0.031724
chr22	50468640	50470356	genic|chr22:50468640-50470356	AL022328.1	50206062	cd4_normal_scale	0.020230
chr22	50468640	50470356	genic|chr22:50468640-50470356	MAPK12	50261716	cd4_normal_scale	0.020139
chr22	50468640	50470356	genic|chr22:50468640-50470356	MAPK11	50270767	cd4_normal_scale	0.021320
chr22	50468640	50470356	genic|chr22:50468640-50470356	PLXNB2	50307646	cd4_normal_scale	0.021301
chr22	50468640	50470356	genic|chr22:50468640-50470356	DENND6B	50327012	cd4_normal_scale	0.020296
chr22	50468640	50470356	genic|chr22:50468640-50470356	SBF1	50475035	cd4_normal_scale	0.060000
chr22	50468640	50470356	genic|chr22:50468640-50470356	ADM2	50481543	cd4_normal_scale	0.058059
chr22	50468640	50470356	genic|chr22:50468640-50470356	NCAPH2	50508224	cd4_normal_scale	0.027385
chr22	50468640	50470356	genic|chr22:50468640-50470356	CPT1B	50578465	cd4_normal_scale	0.025585
chr22	50468640	50470356	genic|chr22:50468640-50470356	U62317.3	50597152	cd4_normal_scale	0.033925
chr22	50468640	50470356	genic|chr22:50468640-50470356	RABL2B	50783663	cd4_normal_scale	0.039651
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	Z97192.2	49575426	cd4_normal_scale	0.026548
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	Z97192.3	49615716	cd4_normal_scale	0.026710
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	AL671710.1	49902228	cd4_normal_scale	0.021863
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	MLC1	50085902	cd4_normal_scale	0.024666
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	MOV10L1	50089879	cd4_normal_scale	0.025070
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	PANX2	50170731	cd4_normal_scale	0.021641
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	AL022328.1	50206062	cd4_normal_scale	0.030452
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	MAPK12	50261716	cd4_normal_scale	0.021283
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	MAPK11	50270767	cd4_normal_scale	0.021020
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	PLXNB2	50307646	cd4_normal_scale	0.028308
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	DENND6B	50327012	cd4_normal_scale	0.024116
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	PPP6R2	50343304	cd4_normal_scale	0.032006
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	ADM2	50481543	cd4_normal_scale	0.041079
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	NCAPH2	50508224	cd4_normal_scale	0.048726
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	SCO2	50526461	cd4_normal_scale	0.061874
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	TYMP	50530032	cd4_normal_scale	0.083774
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	ODF3B	50532580	cd4_normal_scale	0.081223
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	U62317.4	50541108	cd4_normal_scale	0.305096
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	U62317.1	50542906	cd4_normal_scale	0.244200
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	KLHDC7B	50545899	cd4_normal_scale	0.076505
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	CPT1B	50578465	cd4_normal_scale	0.056123
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	CHKB-DT	50583026	cd4_normal_scale	0.041459
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	U62317.3	50597152	cd4_normal_scale	0.032310
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	CHKB	50601455	cd4_normal_scale	0.053874
chr22	50538154	50540342	intergenic|chr22:50538154-50540342	ARSA	50628173	cd4_normal_scale	0.023508
chr22	50547283	50549715	genic|chr22:50547283-50549715	U62317.4	50541108	cd4_normal_scale	0.038047
chr22	50547283	50549715	genic|chr22:50547283-50549715	U62317.1	50542906	cd4_normal_scale	0.051701
chr22	50547283	50549715	genic|chr22:50547283-50549715	KLHDC7B	50545899	cd4_normal_scale	0.088190
chr22	50547283	50549715	genic|chr22:50547283-50549715	U62317.3	50597152	cd4_normal_scale	0.020712
chr22	50620374	50622890	genic|chr22:50620374-50622890	Z97192.2	49575426	cd4_normal_scale	0.023236
chr22	50620374	50622890	genic|chr22:50620374-50622890	Z97192.3	49615716	cd4_normal_scale	0.024191
chr22	50620374	50622890	genic|chr22:50620374-50622890	MLC1	50085902	cd4_normal_scale	0.022455
chr22	50620374	50622890	genic|chr22:50620374-50622890	MOV10L1	50089879	cd4_normal_scale	0.027174
chr22	50620374	50622890	genic|chr22:50620374-50622890	TRABD	50185915	cd4_normal_scale	0.024013
chr22	50620374	50622890	genic|chr22:50620374-50622890	HDAC10	50251405	cd4_normal_scale	0.032736
chr22	50620374	50622890	genic|chr22:50620374-50622890	MAPK12	50261716	cd4_normal_scale	0.028967
chr22	50620374	50622890	genic|chr22:50620374-50622890	MAPK11	50270767	cd4_normal_scale	0.042464
chr22	50620374	50622890	genic|chr22:50620374-50622890	PLXNB2	50307646	cd4_normal_scale	0.031085
chr22	50620374	50622890	genic|chr22:50620374-50622890	CR559946.1	50314631	cd4_normal_scale	0.021277
chr22	50620374	50622890	genic|chr22:50620374-50622890	DENND6B	50327012	cd4_normal_scale	0.029792
chr22	50620374	50622890	genic|chr22:50620374-50622890	SBF1	50475035	cd4_normal_scale	0.033852
chr22	50620374	50622890	genic|chr22:50620374-50622890	ADM2	50481543	cd4_normal_scale	0.026464
chr22	50620374	50622890	genic|chr22:50620374-50622890	NCAPH2	50508224	cd4_normal_scale	0.033266
chr22	50620374	50622890	genic|chr22:50620374-50622890	SCO2	50526461	cd4_normal_scale	0.022519
chr22	50620374	50622890	genic|chr22:50620374-50622890	TYMP	50530032	cd4_normal_scale	0.024551
chr22	50620374	50622890	genic|chr22:50620374-50622890	U62317.4	50541108	cd4_normal_scale	0.037816
chr22	50620374	50622890	genic|chr22:50620374-50622890	U62317.1	50542906	cd4_normal_scale	0.038819
chr22	50620374	50622890	genic|chr22:50620374-50622890	KLHDC7B	50545899	cd4_normal_scale	0.031497
chr22	50620374	50622890	genic|chr22:50620374-50622890	CPT1B	50578465	cd4_normal_scale	0.023360
chr22	50620374	50622890	genic|chr22:50620374-50622890	CHKB-DT	50583026	cd4_normal_scale	0.036884
chr22	50620374	50622890	genic|chr22:50620374-50622890	U62317.3	50597152	cd4_normal_scale	0.052904
chr22	50620374	50622890	genic|chr22:50620374-50622890	CHKB	50601455	cd4_normal_scale	0.035625
chr22	50620374	50622890	genic|chr22:50620374-50622890	ARSA	50628173	cd4_normal_scale	0.044359
chr22	50755946	50757429	intergenic|chr22:50755946-50757429	RABL2B	50783663	cd4_normal_scale	0.046143
chr6	188183	189878	genic|chr6:188183-189878	AL035696.4	184339	cd4_normal_scale	0.025009
chr6	293065	293942	genic|chr6:293065-293942	DUSP22	291630	cd4_normal_scale	0.047872
chr6	293065	293942	genic|chr6:293065-293942	AL365272.1	292013	cd4_normal_scale	0.102788
chr6	389300	390032	intergenic|chr6:389300-390032	IRF4	391752	cd4_normal_scale	0.033946
chr6	403025	405156	genic|chr6:403025-405156	IRF4	391752	cd4_normal_scale	0.024165
chr6	444885	448357	intergenic|chr6:444885-448357	AL035696.4	184339	cd4_normal_scale	0.025450
chr6	444885	448357	intergenic|chr6:444885-448357	IRF4	391752	cd4_normal_scale	0.029792
chr6	444885	448357	intergenic|chr6:444885-448357	AL512308.1	453391	cd4_normal_scale	0.097092
chr6	444885	448357	intergenic|chr6:444885-448357	HUS1B	656963	cd4_normal_scale	0.021348
chr6	454955	456938	genic|chr6:454955-456938	AL512308.1	453391	cd4_normal_scale	0.025738
chr6	473226	475993	genic|chr6:473226-475993	AL512308.1	453391	cd4_normal_scale	0.028076
chr6	1523522	1524930	intergenic|chr6:1523522-1524930	AL512329.2	1528911	cd4_normal_scale	0.045803
chr6	1526782	1527816	intergenic|chr6:1526782-1527816	AL512329.2	1528911	cd4_normal_scale	0.118140
chr6	1529788	1530950	intergenic|chr6:1529788-1530950	AL512329.2	1528911	cd4_normal_scale	0.044131
chr6	1534073	1534923	intergenic|chr6:1534073-1534923	AL512329.2	1528911	cd4_normal_scale	0.041117
chr6	2857413	2859500	genic|chr6:2857413-2859500	LINC01600	2634619	cd4_normal_scale	0.022663
chr6	2857413	2859500	genic|chr6:2857413-2859500	MYLK4	2750922	cd4_normal_scale	0.020452
chr6	2857413	2859500	genic|chr6:2857413-2859500	SERPINB1	2841959	cd4_normal_scale	0.039289
chr6	2857413	2859500	genic|chr6:2857413-2859500	SERPINB9P1	2881407	cd4_normal_scale	0.067334
chr6	2857413	2859500	genic|chr6:2857413-2859500	SERPINB9	2903309	cd4_normal_scale	0.052799
chr6	2857413	2859500	genic|chr6:2857413-2859500	SERPINB6	2972165	cd4_normal_scale	0.031367
chr6	2857413	2859500	genic|chr6:2857413-2859500	LINC01011	2987967	cd4_normal_scale	0.024563
chr6	2857413	2859500	genic|chr6:2857413-2859500	NQO2	2987987	cd4_normal_scale	0.024563
chr6	2857413	2859500	genic|chr6:2857413-2859500	PSMG4	3231403	cd4_normal_scale	0.021942
chr6	2857413	2859500	genic|chr6:2857413-2859500	AL445309.1	3311662	cd4_normal_scale	0.022632
chr6	2857413	2859500	genic|chr6:2857413-2859500	SLC22A23	3457022	cd4_normal_scale	0.020752
chr6	2857413	2859500	genic|chr6:2857413-2859500	AL033523.1	3720081	cd4_normal_scale	0.021834
chr6	2857413	2859500	genic|chr6:2857413-2859500	AL391422.3	3831933	cd4_normal_scale	0.022383
chr6	2874858	2877184	genic|chr6:2874858-2877184	SERPINB9P1	2881407	cd4_normal_scale	0.077680
chr6	2877246	2878427	genic|chr6:2877246-2878427	SERPINB9P1	2881407	cd4_normal_scale	0.029891
chr6	2880104	2880604	genic|chr6:2880104-2880604	SERPINB9P1	2881407	cd4_normal_scale	0.054766
chr6	3160128	3160939	intergenic|chr6:3160128-3160939	TUBB2A	3157544	cd4_normal_scale	0.038748
chr6	3162162	3163842	intergenic|chr6:3162162-3163842	TUBB2A	3157544	cd4_normal_scale	0.028828
chr6	3228753	3230015	genic|chr6:3228753-3230015	PSMG4	3231403	cd4_normal_scale	0.025552
chr6	3354580	3356977	genic|chr6:3354580-3356977	AL445309.1	3311662	cd4_normal_scale	0.028737
chr6	3354580	3356977	genic|chr6:3354580-3356977	SLC22A23	3457022	cd4_normal_scale	0.022276
chr6	3354580	3356977	genic|chr6:3354580-3356977	C6orf201	4079206	cd4_normal_scale	0.020169
chr6	3457538	3458221	intergenic|chr6:3457538-3458221	SLC22A23	3457022	cd4_normal_scale	0.021899
chr6	4022252	4022752	genic|chr6:4022252-4022752	AL138831.1	4021215	cd4_normal_scale	0.022071
chr6	4022252	4022752	genic|chr6:4022252-4022752	PRPF4B	4021267	cd4_normal_scale	0.022071
chr6	4134106	4134885	genic|chr6:4134106-4134885	ECI2	4135597	cd4_normal_scale	0.029978
chr6	5173656	5176095	genic|chr6:5173656-5176095	AL021328.1	5458075	cd4_normal_scale	0.020771
chr6	5459213	5461359	genic|chr6:5459213-5461359	AL021328.1	5458075	cd4_normal_scale	0.020396
chr6	5830966	5833220	intergenic|chr6:5830966-5833220	AL136307.1	5851506	cd4_normal_scale	0.026461
chr6	5865202	5867709	genic|chr6:5865202-5867709	AL021328.1	5458075	cd4_normal_scale	0.020253
chr6	5865202	5867709	genic|chr6:5865202-5867709	AL022097.1	5695272	cd4_normal_scale	0.021463
chr6	5865202	5867709	genic|chr6:5865202-5867709	AL136307.1	5851506	cd4_normal_scale	0.041311
chr6	6001793	6004331	genic|chr6:6001793-6004331	NRN1	6007605	cd4_normal_scale	0.022404
chr6	6008265	6009502	intergenic|chr6:6008265-6009502	NRN1	6007605	cd4_normal_scale	0.050313
chr6	6586766	6587487	genic|chr6:6586766-6587487	LY86	6588108	cd4_normal_scale	0.026430
chr6	6609971	6610972	genic|chr6:6609971-6610972	LY86-AS1	6622771	cd4_normal_scale	0.023812
chr6	6613501	6615573	genic|chr6:6613501-6615573	LY86-AS1	6622771	cd4_normal_scale	0.058187
chr6	7136737	7138225	genic|chr6:7136737-7138225	AL355336.1	7183083	cd4_normal_scale	0.021251
chr6	7311867	7314820	genic|chr6:7311867-7314820	AL355336.1	7183083	cd4_normal_scale	0.023715
chr6	7311867	7314820	genic|chr6:7311867-7314820	SSR1	7347446	cd4_normal_scale	0.038658
chr6	7311867	7314820	genic|chr6:7311867-7314820	SNRNP48	7590198	cd4_normal_scale	0.029094
chr6	7311867	7314820	genic|chr6:7311867-7314820	TXNDC5	7910788	cd4_normal_scale	0.022750
chr6	8434508	8435008	genic|chr6:8434508-8435008	HULC	8435568	cd4_normal_scale	0.034771
chr6	8434508	8435008	genic|chr6:8434508-8435008	SLC35B3	8435611	cd4_normal_scale	0.034771
chr6	10719971	10721569	intergenic|chr6:10719971-10721569	TMEM14C	10722915	cd4_normal_scale	0.112215
chr6	10719971	10721569	intergenic|chr6:10719971-10721569	AL024498.1	10747663	cd4_normal_scale	0.024682
chr6	10719971	10721569	intergenic|chr6:10719971-10721569	TMEM14B	10747759	cd4_normal_scale	0.024682
chr6	11232188	11233312	genic|chr6:11232188-11233312	TFAP2A	10419659	cd4_normal_scale	0.028011
chr6	11232188	11233312	genic|chr6:11232188-11233312	GCNT2	10492223	cd4_normal_scale	0.028448
chr6	11232188	11233312	genic|chr6:11232188-11233312	AL358777.1	10659498	cd4_normal_scale	0.025515
chr6	11232188	11233312	genic|chr6:11232188-11233312	MAK	10838555	cd4_normal_scale	0.022571
chr6	11232188	11233312	genic|chr6:11232188-11233312	ERVFRD-1	11111725	cd4_normal_scale	0.026711
chr6	11232188	11233312	genic|chr6:11232188-11233312	AL022098.1	11291299	cd4_normal_scale	0.035548
chr6	11232188	11233312	genic|chr6:11232188-11233312	NEDD9	11382348	cd4_normal_scale	0.033175
chr6	11232188	11233312	genic|chr6:11232188-11233312	TMEM170B	11537749	cd4_normal_scale	0.034349
chr6	11232188	11233312	genic|chr6:11232188-11233312	ADTRP	11807046	cd4_normal_scale	0.024371
chr6	11232188	11233312	genic|chr6:11232188-11233312	EDN1	12290361	cd4_normal_scale	0.021117
chr6	11275445	11278571	genic|chr6:11275445-11278571	AL022098.1	11291299	cd4_normal_scale	0.024891
chr6	11713866	11714972	genic|chr6:11713866-11714972	AL022724.3	11722547	cd4_normal_scale	0.038815
chr6	11727790	11729630	genic|chr6:11727790-11729630	AL022724.3	11722547	cd4_normal_scale	0.066128
chr6	12010705	12013473	genic|chr6:12010705-12013473	TFAP2A	10419659	cd4_normal_scale	0.032941
chr6	12010705	12013473	genic|chr6:12010705-12013473	GCNT2	10492223	cd4_normal_scale	0.034840
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL358777.1	10659498	cd4_normal_scale	0.034585
chr6	12010705	12013473	genic|chr6:12010705-12013473	TMEM14C	10722915	cd4_normal_scale	0.021424
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL024498.1	10747663	cd4_normal_scale	0.022700
chr6	12010705	12013473	genic|chr6:12010705-12013473	TMEM14B	10747759	cd4_normal_scale	0.022702
chr6	12010705	12013473	genic|chr6:12010705-12013473	MAK	10838555	cd4_normal_scale	0.034618
chr6	12010705	12013473	genic|chr6:12010705-12013473	SMIM13	11093834	cd4_normal_scale	0.031119
chr6	12010705	12013473	genic|chr6:12010705-12013473	ERVFRD-1	11111725	cd4_normal_scale	0.043308
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL022098.1	11291299	cd4_normal_scale	0.040434
chr6	12010705	12013473	genic|chr6:12010705-12013473	NEDD9	11382348	cd4_normal_scale	0.028932
chr6	12010705	12013473	genic|chr6:12010705-12013473	TMEM170B	11537749	cd4_normal_scale	0.051300
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL022724.3	11722547	cd4_normal_scale	0.050167
chr6	12010705	12013473	genic|chr6:12010705-12013473	ADTRP	11807046	cd4_normal_scale	0.061999
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL157373.2	12007670	cd4_normal_scale	0.091919
chr6	12010705	12013473	genic|chr6:12010705-12013473	HIVEP1	12008762	cd4_normal_scale	0.120331
chr6	12010705	12013473	genic|chr6:12010705-12013473	EDN1	12290361	cd4_normal_scale	0.039085
chr6	12010705	12013473	genic|chr6:12010705-12013473	PHACTR1	12716805	cd4_normal_scale	0.041548
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL008729.2	13290490	cd4_normal_scale	0.031665
chr6	12010705	12013473	genic|chr6:12010705-12013473	AL008729.1	13295586	cd4_normal_scale	0.031134
chr6	12010705	12013473	genic|chr6:12010705-12013473	GFOD1	13487662	cd4_normal_scale	0.022549
chr6	12010705	12013473	genic|chr6:12010705-12013473	Z93020.1	13671720	cd4_normal_scale	0.021083
chr6	12010705	12013473	genic|chr6:12010705-12013473	MCUR1	13814568	cd4_normal_scale	0.024104
chr6	12010705	12013473	genic|chr6:12010705-12013473	RNF182	13924446	cd4_normal_scale	0.020113
