chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr6	137823833	137825345	genic|chr6:137823833-137825345	AL591468.2	137903576	cd4_activated_scale	0.022383
chr6	137823833	137825345	genic|chr6:137823833-137825345	LINC02528	137945366	cd4_activated_scale	0.027403
chr6	137823833	137825345	genic|chr6:137823833-137825345	PERP	138107419	cd4_activated_scale	0.027645
chr6	137823833	137825345	genic|chr6:137823833-137825345	PBOV1	138218491	cd4_activated_scale	0.022974
chr6	137823833	137825345	genic|chr6:137823833-137825345	AL590617.2	138692548	cd4_activated_scale	0.022883
chr6	137823833	137825345	genic|chr6:137823833-137825345	NHSL1	138692571	cd4_activated_scale	0.022883
chr6	137869237	137869737	genic|chr6:137869237-137869737	WAKMAR2	137868233	cd4_activated_scale	0.025033
chr6	137870674	137871335	genic|chr6:137870674-137871335	TNFAIP3	137867214	cd4_activated_scale	0.135667
chr6	137870674	137871335	genic|chr6:137870674-137871335	WAKMAR2	137868233	cd4_activated_scale	0.021912
chr6	137949379	137950434	genic|chr6:137949379-137950434	LINC02528	137945366	cd4_activated_scale	0.027153
chr6	139027454	139028161	intergenic|chr6:139027454-139028161	ABRACL	139028745	cd4_activated_scale	0.067969
chr6	139124835	139127618	intergenic|chr6:139124835-139127618	AL592429.2	139271362	cd4_activated_scale	0.020548
chr6	139261896	139263198	genic|chr6:139261896-139263198	AL592429.2	139271362	cd4_activated_scale	0.029615
chr6	139290373	139291392	genic|chr6:139290373-139291392	TXLNB	139291998	cd4_activated_scale	0.124141
chr6	139323114	139324992	genic|chr6:139323114-139324992	AL031772.1	139239653	cd4_activated_scale	0.020307
chr6	139323114	139324992	genic|chr6:139323114-139324992	AL592429.2	139271362	cd4_activated_scale	0.025014
chr6	139323114	139324992	genic|chr6:139323114-139324992	TXLNB	139291998	cd4_activated_scale	0.030174
chr6	142842306	142843246	genic|chr6:142842306-142843246	AL023584.2	142788123	cd4_activated_scale	0.023846
chr6	142912946	142914183	genic|chr6:142912946-142914183	NMBR	142088799	cd4_activated_scale	0.020897
chr6	142912946	142914183	genic|chr6:142912946-142914183	AL023584.1	142748443	cd4_activated_scale	0.022167
chr6	142912946	142914183	genic|chr6:142912946-142914183	AL023584.2	142788123	cd4_activated_scale	0.022183
chr6	142912946	142914183	genic|chr6:142912946-142914183	HIVEP2	142956698	cd4_activated_scale	0.021099
chr6	142912946	142914183	genic|chr6:142912946-142914183	AL023581.2	143042324	cd4_activated_scale	0.021285
chr6	142926238	142927416	genic|chr6:142926238-142927416	AL023584.1	142748443	cd4_activated_scale	0.020081
chr6	142926238	142927416	genic|chr6:142926238-142927416	HIVEP2	142956698	cd4_activated_scale	0.027451
chr6	143537829	143538903	genic|chr6:143537829-143538903	PHACTR2	143536845	cd4_activated_scale	0.027612
chr6	143539050	143540228	genic|chr6:143539050-143540228	PHACTR2	143536845	cd4_activated_scale	0.020849
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	FUCA2	143511720	cd4_activated_scale	0.020020
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	PHACTR2	143536845	cd4_activated_scale	0.021724
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	PHACTR2-AS1	143562031	cd4_activated_scale	0.021536
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	HYMAI	144008262	cd4_activated_scale	0.021214
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	PLAGL1	144064599	cd4_activated_scale	0.021056
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	SF3B5	144095573	cd4_activated_scale	0.028440
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	STX11	144150517	cd4_activated_scale	0.040057
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	UTRN	144285701	cd4_activated_scale	0.031465
chr6	144215263	144217055	intergenic|chr6:144215263-144217055	AL023806.2	145737173	cd4_activated_scale	0.020483
chr6	144342802	144345263	genic|chr6:144342802-144345263	UTRN	144285701	cd4_activated_scale	0.027193
chr6	146851738	146852745	genic|chr6:146851738-146852745	AL138916.1	146854983	cd4_activated_scale	0.039510
chr6	146855678	146856807	genic|chr6:146855678-146856807	AL138916.1	146854983	cd4_activated_scale	0.022045
chr6	146857155	146858269	genic|chr6:146857155-146858269	AL138916.1	146854983	cd4_activated_scale	0.022551
chr6	148760195	148761864	genic|chr6:148760195-148761864	UST	148747030	cd4_activated_scale	0.036409
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	SASH1	148272304	cd4_activated_scale	0.021040
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	AL357992.1	149032573	cd4_activated_scale	0.020103
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	AL031056.1	149217926	cd4_activated_scale	0.027079
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	TAB2	149218641	cd4_activated_scale	0.029526
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	AL031056.2	149246095	cd4_activated_scale	0.023534
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	TAB2-AS1	149257551	cd4_activated_scale	0.027130
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	SUMO4	149400262	cd4_activated_scale	0.021352
chr6	149139620	149141568	intergenic|chr6:149139620-149141568	AL355312.2	149799150	cd4_activated_scale	0.020163
chr6	149212007	149213348	intergenic|chr6:149212007-149213348	AL031056.1	149217926	cd4_activated_scale	0.027155
chr6	149232755	149235541	genic|chr6:149232755-149235541	SASH1	148272304	cd4_activated_scale	0.025026
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL357992.1	149032573	cd4_activated_scale	0.020455
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL031056.1	149217926	cd4_activated_scale	0.056786
chr6	149232755	149235541	genic|chr6:149232755-149235541	TAB2	149218641	cd4_activated_scale	0.042179
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL031056.2	149246095	cd4_activated_scale	0.065754
chr6	149232755	149235541	genic|chr6:149232755-149235541	TAB2-AS1	149257551	cd4_activated_scale	0.032248
chr6	149232755	149235541	genic|chr6:149232755-149235541	SUMO4	149400262	cd4_activated_scale	0.038474
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL078581.2	149592663	cd4_activated_scale	0.028918
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL355312.2	149799150	cd4_activated_scale	0.021543
chr6	149232755	149235541	genic|chr6:149232755-149235541	AL355312.4	149852462	cd4_activated_scale	0.020728
chr6	149232755	149235541	genic|chr6:149232755-149235541	LRP11	149864359	cd4_activated_scale	0.022319
chr6	149232755	149235541	genic|chr6:149232755-149235541	RAET1E	149898102	cd4_activated_scale	0.021248
chr6	149232755	149235541	genic|chr6:149232755-149235541	RAET1G	149923121	cd4_activated_scale	0.020598
chr6	149232755	149235541	genic|chr6:149232755-149235541	RAET1L	150025532	cd4_activated_scale	0.020714
chr6	149232755	149235541	genic|chr6:149232755-149235541	PPP1R14C	150143044	cd4_activated_scale	0.021843
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL138916.2	146951159	cd4_activated_scale	0.020153
chr6	149316728	149319294	genic|chr6:149316728-149319294	SAMD5	147508690	cd4_activated_scale	0.029840
chr6	149316728	149319294	genic|chr6:149316728-149319294	SASH1	148272304	cd4_activated_scale	0.039938
chr6	149316728	149319294	genic|chr6:149316728-149319294	UST	148747030	cd4_activated_scale	0.038084
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL357992.1	149032573	cd4_activated_scale	0.047851
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL031056.1	149217926	cd4_activated_scale	0.057253
chr6	149316728	149319294	genic|chr6:149316728-149319294	TAB2	149218641	cd4_activated_scale	0.053729
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL031056.2	149246095	cd4_activated_scale	0.063625
chr6	149316728	149319294	genic|chr6:149316728-149319294	TAB2-AS1	149257551	cd4_activated_scale	0.085150
chr6	149316728	149319294	genic|chr6:149316728-149319294	SUMO4	149400262	cd4_activated_scale	0.054425
chr6	149316728	149319294	genic|chr6:149316728-149319294	ZC3H12D	149485014	cd4_activated_scale	0.023285
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL078581.4	149590864	cd4_activated_scale	0.039147
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL078581.2	149592663	cd4_activated_scale	0.034283
chr6	149316728	149319294	genic|chr6:149316728-149319294	KATNA1	149648972	cd4_activated_scale	0.025129
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL358852.1	149717621	cd4_activated_scale	0.022722
chr6	149316728	149319294	genic|chr6:149316728-149319294	LATS1	149718105	cd4_activated_scale	0.021007
chr6	149316728	149319294	genic|chr6:149316728-149319294	PCMT1	149749443	cd4_activated_scale	0.025573
chr6	149316728	149319294	genic|chr6:149316728-149319294	NUP43	149749665	cd4_activated_scale	0.025573
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL355312.2	149799150	cd4_activated_scale	0.035743
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL355312.4	149852462	cd4_activated_scale	0.037473
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL355312.3	149863494	cd4_activated_scale	0.027636
chr6	149316728	149319294	genic|chr6:149316728-149319294	LRP11	149864359	cd4_activated_scale	0.031872
chr6	149316728	149319294	genic|chr6:149316728-149319294	RAET1E	149898102	cd4_activated_scale	0.035253
chr6	149316728	149319294	genic|chr6:149316728-149319294	RAET1G	149923121	cd4_activated_scale	0.034175
chr6	149316728	149319294	genic|chr6:149316728-149319294	ULBP2	149942014	cd4_activated_scale	0.030451
chr6	149316728	149319294	genic|chr6:149316728-149319294	ULBP1	149963943	cd4_activated_scale	0.032904
chr6	149316728	149319294	genic|chr6:149316728-149319294	RAET1L	150025532	cd4_activated_scale	0.034367
chr6	149316728	149319294	genic|chr6:149316728-149319294	ULBP3	150069121	cd4_activated_scale	0.031549
chr6	149316728	149319294	genic|chr6:149316728-149319294	PPP1R14C	150143044	cd4_activated_scale	0.036241
chr6	149316728	149319294	genic|chr6:149316728-149319294	PLEKHG1	150599883	cd4_activated_scale	0.023574
chr6	149316728	149319294	genic|chr6:149316728-149319294	MTHFD1L	150865549	cd4_activated_scale	0.020452
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL133260.2	151056057	cd4_activated_scale	0.029643
chr6	149316728	149319294	genic|chr6:149316728-149319294	AL138733.1	151228447	cd4_activated_scale	0.024285
chr6	149316728	149319294	genic|chr6:149316728-149319294	AKAP12	151239967	cd4_activated_scale	0.024121
chr6	149316728	149319294	genic|chr6:149316728-149319294	CCDC170	151494017	cd4_activated_scale	0.020158
chr6	149316728	149319294	genic|chr6:149316728-149319294	ESR1	151656691	cd4_activated_scale	0.021061
chr6	149480687	149483687	genic|chr6:149480687-149483687	SASH1	148272304	cd4_activated_scale	0.020716
chr6	149480687	149483687	genic|chr6:149480687-149483687	AL031056.1	149217926	cd4_activated_scale	0.022444
chr6	149480687	149483687	genic|chr6:149480687-149483687	SUMO4	149400262	cd4_activated_scale	0.022415
chr6	149480687	149483687	genic|chr6:149480687-149483687	ZC3H12D	149485014	cd4_activated_scale	0.063469
chr6	149480687	149483687	genic|chr6:149480687-149483687	AL078581.4	149590864	cd4_activated_scale	0.024729
chr6	149480687	149483687	genic|chr6:149480687-149483687	AL078581.2	149592663	cd4_activated_scale	0.023327
chr6	149480687	149483687	genic|chr6:149480687-149483687	AL355312.2	149799150	cd4_activated_scale	0.021048
chr6	149480687	149483687	genic|chr6:149480687-149483687	AL355312.4	149852462	cd4_activated_scale	0.020252
chr6	149480687	149483687	genic|chr6:149480687-149483687	RAET1E	149898102	cd4_activated_scale	0.020760
chr6	149480687	149483687	genic|chr6:149480687-149483687	RAET1G	149923121	cd4_activated_scale	0.022241
chr6	149480687	149483687	genic|chr6:149480687-149483687	RAET1L	150025532	cd4_activated_scale	0.022300
chr6	149480687	149483687	genic|chr6:149480687-149483687	ULBP3	150069121	cd4_activated_scale	0.020444
chr6	149480687	149483687	genic|chr6:149480687-149483687	PPP1R14C	150143044	cd4_activated_scale	0.021341
chr6	149483847	149484347	genic|chr6:149483847-149484347	ZC3H12D	149485014	cd4_activated_scale	0.026145
chr6	149488514	149489299	intergenic|chr6:149488514-149489299	ZC3H12D	149485014	cd4_activated_scale	0.021202
chr6	149494530	149495984	intergenic|chr6:149494530-149495984	TAB2	149218641	cd4_activated_scale	0.023299
chr6	149494530	149495984	intergenic|chr6:149494530-149495984	AL031056.2	149246095	cd4_activated_scale	0.020594
chr6	149494530	149495984	intergenic|chr6:149494530-149495984	SUMO4	149400262	cd4_activated_scale	0.021680
chr6	149494530	149495984	intergenic|chr6:149494530-149495984	ZC3H12D	149485014	cd4_activated_scale	0.051985
chr6	149716108	149716608	genic|chr6:149716108-149716608	AL358852.1	149717621	cd4_activated_scale	0.020788
chr6	149746047	149747071	genic|chr6:149746047-149747071	PCMT1	149749443	cd4_activated_scale	0.029035
chr6	149746047	149747071	genic|chr6:149746047-149747071	NUP43	149749665	cd4_activated_scale	0.029034
chr6	149924964	149926877	intergenic|chr6:149924964-149926877	RAET1G	149923121	cd4_activated_scale	0.028940
chr6	149937879	149939447	intergenic|chr6:149937879-149939447	ULBP2	149942014	cd4_activated_scale	0.022281
chr6	150004303	150005822	intergenic|chr6:150004303-150005822	RAET1G	149923121	cd4_activated_scale	0.020376
chr6	150004303	150005822	intergenic|chr6:150004303-150005822	ULBP2	149942014	cd4_activated_scale	0.025260
chr6	150004303	150005822	intergenic|chr6:150004303-150005822	ULBP1	149963943	cd4_activated_scale	0.022103
chr6	150004303	150005822	intergenic|chr6:150004303-150005822	RAET1L	150025532	cd4_activated_scale	0.020164
chr6	150070253	150070917	intergenic|chr6:150070253-150070917	ULBP3	150069121	cd4_activated_scale	0.024083
chr6	152170205	152171909	genic|chr6:152170205-152171909	NANOGP11	152545930	cd4_activated_scale	0.023237
chr6	152170205	152171909	genic|chr6:152170205-152171909	SYNE1	152637801	cd4_activated_scale	0.021503
chr6	152170205	152171909	genic|chr6:152170205-152171909	MYCT1	152697895	cd4_activated_scale	0.020582
chr6	152301243	152302710	genic|chr6:152301243-152302710	ESR1	151656691	cd4_activated_scale	0.022763
chr6	154354908	154355743	genic|chr6:154354908-154355743	IPCEF1	154356792	cd4_activated_scale	0.031344
chr6	154773654	154774561	genic|chr6:154773654-154774561	SCAF8	154733325	cd4_activated_scale	0.024115
chr6	155417399	155419664	genic|chr6:155417399-155419664	NOX3	155455839	cd4_activated_scale	0.033406
chr6	156686039	156688512	intergenic|chr6:156686039-156688512	AL355297.3	156774662	cd4_activated_scale	0.036877
chr6	156686039	156688512	intergenic|chr6:156686039-156688512	ARID1B	156776020	cd4_activated_scale	0.053786
chr6	156686039	156688512	intergenic|chr6:156686039-156688512	AL355297.2	156780455	cd4_activated_scale	0.032377
chr6	157019744	157022679	genic|chr6:157019744-157022679	AL596202.1	155256724	cd4_activated_scale	0.020696
chr6	157019744	157022679	genic|chr6:157019744-157022679	CLDN20	155264013	cd4_activated_scale	0.020151
chr6	157019744	157022679	genic|chr6:157019744-157022679	NOX3	155455839	cd4_activated_scale	0.026845
chr6	157019744	157022679	genic|chr6:157019744-157022679	AL355297.3	156774662	cd4_activated_scale	0.044693
chr6	157019744	157022679	genic|chr6:157019744-157022679	ARID1B	156776020	cd4_activated_scale	0.046751
chr6	157019744	157022679	genic|chr6:157019744-157022679	AL355297.4	156778422	cd4_activated_scale	0.035238
chr6	157019744	157022679	genic|chr6:157019744-157022679	AL355297.2	156780455	cd4_activated_scale	0.053466
chr6	157019744	157022679	genic|chr6:157019744-157022679	TMEM242	157323601	cd4_activated_scale	0.020967
chr6	157019744	157022679	genic|chr6:157019744-157022679	SNX9	157700387	cd4_activated_scale	0.024240
chr6	157019744	157022679	genic|chr6:157019744-157022679	AL391863.2	157830573	cd4_activated_scale	0.021837
chr6	157762575	157765390	genic|chr6:157762575-157765390	SNX9	157700387	cd4_activated_scale	0.020076
chr6	157762575	157765390	genic|chr6:157762575-157765390	AL391863.2	157830573	cd4_activated_scale	0.037641
chr6	157762575	157765390	genic|chr6:157762575-157765390	AL391863.1	157875210	cd4_activated_scale	0.025460
chr6	157762575	157765390	genic|chr6:157762575-157765390	AL035634.1	157892786	cd4_activated_scale	0.024459
chr6	157822449	157824353	genic|chr6:157822449-157824353	AL391863.2	157830573	cd4_activated_scale	0.044657
chr6	157822449	157824353	genic|chr6:157822449-157824353	AL391863.1	157875210	cd4_activated_scale	0.118286
chr6	157822449	157824353	genic|chr6:157822449-157824353	AL035634.1	157892786	cd4_activated_scale	0.020615
chr6	157833476	157834498	genic|chr6:157833476-157834498	AL391863.2	157830573	cd4_activated_scale	0.022019
chr6	157884472	157886312	genic|chr6:157884472-157886312	AL391863.1	157875210	cd4_activated_scale	0.038792
chr6	157884472	157886312	genic|chr6:157884472-157886312	AL035634.1	157892786	cd4_activated_scale	0.069225
chr6	158025682	158027730	genic|chr6:158025682-158027730	AL035634.1	157892786	cd4_activated_scale	0.020555
chr6	158025682	158027730	genic|chr6:158025682-158027730	SYNJ2	157981863	cd4_activated_scale	0.032562
chr6	158284081	158285057	genic|chr6:158284081-158285057	AL360169.2	158282841	cd4_activated_scale	0.027352
chr6	158645527	158646142	intergenic|chr6:158645527-158646142	DYNLT1	158644743	cd4_activated_scale	0.021224
chr6	158652791	158653452	genic|chr6:158652791-158653452	SYTL3	158650014	cd4_activated_scale	0.036043
chr6	158653534	158655035	genic|chr6:158653534-158655035	DYNLT1	158644743	cd4_activated_scale	0.058996
chr6	158653534	158655035	genic|chr6:158653534-158655035	SYTL3	158650014	cd4_activated_scale	0.068488
chr6	158789249	158790237	genic|chr6:158789249-158790237	EZR	158819368	cd4_activated_scale	0.024244
chr6	158815843	158816722	genic|chr6:158815843-158816722	EZR-AS1	158817979	cd4_activated_scale	0.044648
chr6	158849569	158850321	intergenic|chr6:158849569-158850321	AL627422.2	158853588	cd4_activated_scale	0.028109
chr6	158850364	158851086	intergenic|chr6:158850364-158851086	AL627422.2	158853588	cd4_activated_scale	0.030906
chr6	158854337	158855094	genic|chr6:158854337-158855094	AL627422.2	158853588	cd4_activated_scale	0.070206
chr6	159038754	159040347	genic|chr6:159038754-159040347	TAGAP	159045152	cd4_activated_scale	0.023306
chr6	159042201	159043010	genic|chr6:159042201-159043010	TAGAP	159045152	cd4_activated_scale	0.025905
chr6	159043316	159043816	genic|chr6:159043316-159043816	TAGAP	159045152	cd4_activated_scale	0.027602
chr6	159043954	159044454	genic|chr6:159043954-159044454	TAGAP	159045152	cd4_activated_scale	0.050718
chr6	159045672	159046172	genic|chr6:159045672-159046172	TAGAP	159045152	cd4_activated_scale	0.024653
chr6	159061935	159063349	genic|chr6:159061935-159063349	AL356417.1	159094093	cd4_activated_scale	0.032636
chr6	159098347	159099805	genic|chr6:159098347-159099805	AL356417.1	159094093	cd4_activated_scale	0.032301
chr6	159106380	159108201	genic|chr6:159106380-159108201	RSPH3	159000187	cd4_activated_scale	0.022950
chr6	159106380	159108201	genic|chr6:159106380-159108201	AL356417.1	159094093	cd4_activated_scale	0.024012
chr6	159106380	159108201	genic|chr6:159106380-159108201	AL356417.3	159121495	cd4_activated_scale	0.028485
chr6	159691793	159694707	genic|chr6:159691793-159694707	FNDC1	159169400	cd4_activated_scale	0.025407
chr6	159691793	159694707	genic|chr6:159691793-159694707	AL356417.2	159170007	cd4_activated_scale	0.021549
chr6	159691793	159694707	genic|chr6:159691793-159694707	AL078604.2	159589169	cd4_activated_scale	0.023439
chr6	159691793	159694707	genic|chr6:159691793-159694707	WTAP	159725585	cd4_activated_scale	0.040670
chr6	159691793	159694707	genic|chr6:159691793-159694707	SOD2	159745186	cd4_activated_scale	0.034086
chr6	159691793	159694707	genic|chr6:159691793-159694707	PNLDC1	159800249	cd4_activated_scale	0.034991
chr6	159691793	159694707	genic|chr6:159691793-159694707	IGF2R	159969099	cd4_activated_scale	0.022074
chr6	159691793	159694707	genic|chr6:159691793-159694707	AIRN	160007664	cd4_activated_scale	0.022663
chr6	159691793	159694707	genic|chr6:159691793-159694707	SLC22A1	160121815	cd4_activated_scale	0.024369
chr6	159691793	159694707	genic|chr6:159691793-159694707	SLC22A3	160348378	cd4_activated_scale	0.027232
chr6	159691793	159694707	genic|chr6:159691793-159694707	LPA	160664259	cd4_activated_scale	0.029931
chr6	159691793	159694707	genic|chr6:159691793-159694707	AL139393.2	160926269	cd4_activated_scale	0.026142
chr6	159691793	159694707	genic|chr6:159691793-159694707	AL139393.1	160931080	cd4_activated_scale	0.025787
chr6	159691793	159694707	genic|chr6:159691793-159694707	AGPAT4	161274061	cd4_activated_scale	0.020244
chr6	159710434	159712917	genic|chr6:159710434-159712917	WTAP	159725585	cd4_activated_scale	0.023555
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL035530.2	158988178	cd4_activated_scale	0.022397
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL356417.3	159121495	cd4_activated_scale	0.024699
chr6	159726314	159728359	genic|chr6:159726314-159728359	FNDC1	159169400	cd4_activated_scale	0.026899
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL356417.2	159170007	cd4_activated_scale	0.024704
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL078604.2	159589169	cd4_activated_scale	0.028716
chr6	159726314	159728359	genic|chr6:159726314-159728359	WTAP	159725585	cd4_activated_scale	0.161350
chr6	159726314	159728359	genic|chr6:159726314-159728359	SOD2	159745186	cd4_activated_scale	0.080102
chr6	159726314	159728359	genic|chr6:159726314-159728359	ACAT2	159762045	cd4_activated_scale	0.035413
chr6	159726314	159728359	genic|chr6:159726314-159728359	SOD2-OT1	159762332	cd4_activated_scale	0.035413
chr6	159726314	159728359	genic|chr6:159726314-159728359	TCP1	159789703	cd4_activated_scale	0.033116
chr6	159726314	159728359	genic|chr6:159726314-159728359	MRPL18	159789812	cd4_activated_scale	0.033116
chr6	159726314	159728359	genic|chr6:159726314-159728359	PNLDC1	159800249	cd4_activated_scale	0.043250
chr6	159726314	159728359	genic|chr6:159726314-159728359	IGF2R	159969099	cd4_activated_scale	0.036027
chr6	159726314	159728359	genic|chr6:159726314-159728359	AIRN	160007664	cd4_activated_scale	0.030283
chr6	159726314	159728359	genic|chr6:159726314-159728359	SLC22A1	160121815	cd4_activated_scale	0.032021
chr6	159726314	159728359	genic|chr6:159726314-159728359	SLC22A3	160348378	cd4_activated_scale	0.035784
chr6	159726314	159728359	genic|chr6:159726314-159728359	LPA	160664259	cd4_activated_scale	0.039330
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL139393.2	160926269	cd4_activated_scale	0.035199
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL139393.1	160931080	cd4_activated_scale	0.034718
chr6	159726314	159728359	genic|chr6:159726314-159728359	MAP3K4	160991727	cd4_activated_scale	0.021226
chr6	159726314	159728359	genic|chr6:159726314-159728359	AL139393.3	160992342	cd4_activated_scale	0.021379
chr6	159726314	159728359	genic|chr6:159726314-159728359	AGPAT4	161274061	cd4_activated_scale	0.024362
chr6	159980835	159982793	genic|chr6:159980835-159982793	IGF2R	159969099	cd4_activated_scale	0.022654
chr6	166487399	166489107	genic|chr6:166487399-166489107	PRR18	166308448	cd4_activated_scale	0.030451
chr6	166487399	166489107	genic|chr6:166487399-166489107	RAMACL	166587594	cd4_activated_scale	0.029200
chr6	166487399	166489107	genic|chr6:166487399-166489107	AL023775.2	166651524	cd4_activated_scale	0.024986
chr6	166487399	166489107	genic|chr6:166487399-166489107	TTLL2	167325071	cd4_activated_scale	0.021483
chr6	166588613	166589753	genic|chr6:166588613-166589753	RAMACL	166587594	cd4_activated_scale	0.032264
chr6	166626143	166628844	genic|chr6:166626143-166628844	PRR18	166308448	cd4_activated_scale	0.022501
chr6	166626143	166628844	genic|chr6:166626143-166628844	MPC1	166383013	cd4_activated_scale	0.020873
chr6	166626143	166628844	genic|chr6:166626143-166628844	AL022069.1	166383189	cd4_activated_scale	0.020872
chr6	166626143	166628844	genic|chr6:166626143-166628844	RAMACL	166587594	cd4_activated_scale	0.049345
chr6	166626143	166628844	genic|chr6:166626143-166628844	AL023775.2	166651524	cd4_activated_scale	0.042538
chr6	166626143	166628844	genic|chr6:166626143-166628844	RPS6KA2-AS1	166903698	cd4_activated_scale	0.022071
chr6	166626143	166628844	genic|chr6:166626143-166628844	AL121935.1	167121527	cd4_activated_scale	0.022839
chr6	166626143	166628844	genic|chr6:166626143-166628844	TCP10L2	167146414	cd4_activated_scale	0.024416
chr6	166626143	166628844	genic|chr6:166626143-166628844	TTLL2	167325071	cd4_activated_scale	0.029054
chr6	166626143	166628844	genic|chr6:166626143-166628844	LINC01558	167796872	cd4_activated_scale	0.021441
chr6	166626143	166628844	genic|chr6:166626143-166628844	KIF25	167996241	cd4_activated_scale	0.020180
chr6	166907341	166908186	intergenic|chr6:166907341-166908186	RPS6KA2-AS1	166903698	cd4_activated_scale	0.027525
chr6	166907341	166908186	intergenic|chr6:166907341-166908186	RPS6KA2	166906451	cd4_activated_scale	0.096359
chr6	166941740	166943869	genic|chr6:166941740-166943869	RAMACL	166587594	cd4_activated_scale	0.020644
chr6	166941740	166943869	genic|chr6:166941740-166943869	AL023775.2	166651524	cd4_activated_scale	0.021062
chr6	166941740	166943869	genic|chr6:166941740-166943869	RPS6KA2-AS1	166903698	cd4_activated_scale	0.026636
chr6	166941740	166943869	genic|chr6:166941740-166943869	RPS6KA2	166906451	cd4_activated_scale	0.035288
chr6	166941740	166943869	genic|chr6:166941740-166943869	TCP10L2	167146414	cd4_activated_scale	0.027098
chr6	166941740	166943869	genic|chr6:166941740-166943869	TTLL2	167325071	cd4_activated_scale	0.022720
chr6	166941740	166943869	genic|chr6:166941740-166943869	LINC01558	167796872	cd4_activated_scale	0.020055
chr6	166941740	166943869	genic|chr6:166941740-166943869	KIF25	167996241	cd4_activated_scale	0.024367
chr6	166949251	166951704	genic|chr6:166949251-166951704	PRR18	166308448	cd4_activated_scale	0.042218
chr6	166949251	166951704	genic|chr6:166949251-166951704	SFT2D1	166342576	cd4_activated_scale	0.029825
chr6	166949251	166951704	genic|chr6:166949251-166951704	AL022069.3	166342632	cd4_activated_scale	0.029825
chr6	166949251	166951704	genic|chr6:166949251-166951704	MPC1	166383013	cd4_activated_scale	0.028045
chr6	166949251	166951704	genic|chr6:166949251-166951704	AL022069.1	166383189	cd4_activated_scale	0.028045
chr6	166949251	166951704	genic|chr6:166949251-166951704	RAMACL	166587594	cd4_activated_scale	0.047172
chr6	166949251	166951704	genic|chr6:166949251-166951704	AL023775.2	166651524	cd4_activated_scale	0.053702
chr6	166949251	166951704	genic|chr6:166949251-166951704	RPS6KA2-AS1	166903698	cd4_activated_scale	0.078888
chr6	166949251	166951704	genic|chr6:166949251-166951704	RPS6KA2	166906451	cd4_activated_scale	0.084685
chr6	166949251	166951704	genic|chr6:166949251-166951704	RNASET2	166957191	cd4_activated_scale	0.083269
chr6	166949251	166951704	genic|chr6:166949251-166951704	Z94721.1	166999065	cd4_activated_scale	0.050008
chr6	166949251	166951704	genic|chr6:166949251-166951704	FGFR1OP	166999317	cd4_activated_scale	0.050008
chr6	166949251	166951704	genic|chr6:166949251-166951704	Z94721.3	166999511	cd4_activated_scale	0.050007
chr6	166949251	166951704	genic|chr6:166949251-166951704	CCR6	167111807	cd4_activated_scale	0.043519
chr6	166949251	166951704	genic|chr6:166949251-166951704	AL121935.1	167121527	cd4_activated_scale	0.043037
chr6	166949251	166951704	genic|chr6:166949251-166951704	AL121935.2	167131572	cd4_activated_scale	0.039887
chr6	166949251	166951704	genic|chr6:166949251-166951704	TCP10L2	167146414	cd4_activated_scale	0.043716
chr6	166949251	166951704	genic|chr6:166949251-166951704	TTLL2	167325071	cd4_activated_scale	0.051914
